Año,Estado,EstadoCaso,Muertes,Tipo de Choque,Region,Rural o Rubano,Tipo Choque,Camion Grande,Motocicleta,Exceso de Velocidad,Peatron,Peaton Muerto,Ciclista,Ciclista Muerto,Volcadura,Persecución Policial,Alcoholimetro,Adolescente (15-20),Anciano (65+),Joven (20-24),Salio del Camino,Se fugo,Distraido,Cansancio,Sentido Contrario
2022,1,10055,1,1,4,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,1,10056,1,1,4,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10057,1,1,4,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,1,10058,1,1,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,1,10059,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10060,1,1,4,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,1,10061,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,1,10062,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2
2022,1,10063,1,1,4,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2
2022,1,10064,1,1,4,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
2022,1,10065,1,1,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
2022,1,10066,1,1,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2022,1,10067,1,1,4,1,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2
2022,1,10068,2,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10069,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10070,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,1,10071,1,1,4,2,2,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2
2022,1,10072,1,1,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2022,1,10073,1,1,4,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
2022,1,10074,1,1,4,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2
2022,1,10075,1,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2
2022,1,10076,1,1,4,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10077,1,1,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,1,10078,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,1,10079,1,1,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,1,10080,2,1,4,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2
2022,1,10081,1,1,4,2,3,1,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2
2022,1,10082,1,1,4,1,3,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2
2022,1,10083,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2
2022,1,10084,1,1,4,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2
2022,1,10085,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10086,1,1,4,1,1,2,2,2,1,1,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10087,1,1,4,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10088,1,1,4,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,1,10089,1,1,4,1,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2
2022,1,10090,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10091,1,1,4,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10092,1,1,4,1,2,1,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10093,1,1,4,1,2,1,2,2,2,2,2,2,1,2,3,2,1,2,2,2,1,2,2
2022,1,10094,1,1,4,2,1,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2
2022,1,10095,1,1,4,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,1,10096,1,1,4,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2
2022,1,10097,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,1,10098,1,1,4,1,1,1,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10099,1,1,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,1,10100,2,1,4,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
2022,1,10101,1,1,4,1,2,1,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,2
2022,1,10102,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10103,1,1,4,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10104,1,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2022,1,10105,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
2022,1,10106,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10107,1,1,4,1,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,2,2,2
2022,1,10108,1,1,4,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10109,1,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,1,10110,1,1,4,1,1,2,2,2,1,1,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10111,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10112,1,1,4,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
2022,1,10113,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2
2022,1,10114,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10115,1,1,4,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10116,1,1,4,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10117,1,1,4,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,1,10118,1,1,4,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,1,10119,1,1,4,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10120,2,1,4,1,1,1,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10121,1,1,4,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10122,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,1,10123,2,1,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,1,10124,1,1,4,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2
2022,1,10125,1,1,4,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
2022,1,10126,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,1,10127,1,1,4,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2
2022,1,10128,1,1,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
2022,1,10129,1,1,4,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,2,1,2
2022,1,10130,1,1,4,2,3,1,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2
2022,1,10131,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10132,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10133,1,1,4,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1
2022,1,10134,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10135,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10136,1,1,4,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2
2022,1,10137,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,1,10138,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1
2022,1,10139,1,1,4,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2
2022,1,10140,1,1,4,1,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,1,10141,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,1,10142,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10143,1,1,4,1,3,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10144,1,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2
2022,1,10145,1,1,4,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
2022,1,10146,1,1,4,1,1,2,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,2
2022,1,10147,1,1,4,2,2,2,2,1,2,2,2,2,2,1,3,2,2,1,2,2,1,2,2
2022,1,10148,2,1,4,1,1,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2
2022,1,10149,1,1,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2
2022,1,10150,1,1,4,1,1,2,2,1,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2
2022,1,10151,1,1,4,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
2022,1,10152,1,1,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,1,10153,2,1,4,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2022,1,10154,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10155,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2
2022,1,10156,1,1,4,2,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2
2022,1,10157,1,1,4,1,1,1,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10158,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,1,10159,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,1,10160,1,1,4,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10161,1,1,4,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10162,1,1,4,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10163,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
2022,1,10164,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10165,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10166,1,1,4,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2
2022,1,10167,1,1,4,1,1,1,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2
2022,1,10168,1,1,4,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2
2022,1,10169,2,1,4,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2
2022,1,10170,1,1,4,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10171,1,1,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,1,10172,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,1,10173,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
2022,1,10174,1,1,4,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2
2022,1,10175,1,1,4,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,1,2
2022,1,10176,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
2022,1,10177,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
2022,1,10178,1,1,4,1,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10179,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,1,10180,1,1,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,1,10181,1,1,4,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10182,1,1,4,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10183,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10184,1,1,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,1,10185,1,1,4,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2
2022,1,10186,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2
2022,1,10187,1,1,4,1,2,2,1,1,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2
2022,1,10188,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2
2022,1,10189,1,1,4,1,3,1,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,2
2022,1,10190,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,1,10191,1,1,4,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10192,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10193,1,1,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2022,1,10194,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10195,2,1,4,2,2,1,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10196,1,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
2022,1,10197,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,1,10198,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,1,10199,1,1,4,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10200,1,1,4,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
2022,1,10201,3,1,4,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,1,10202,1,1,4,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,1,10203,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,1,10204,1,1,4,1,1,2,2,2,2,2,2,2,1,2,3,2,1,2,1,2,2,2,2
2022,1,10205,1,1,4,1,2,2,2,1,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2
2022,1,10206,2,1,4,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2
2022,1,10207,1,1,4,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
2022,1,10208,1,1,4,2,1,2,2,1,2,2,2,2,1,2,3,2,2,1,1,2,2,2,2
2022,1,10209,1,1,4,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,1,2
2022,1,10210,1,1,4,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10211,1,1,4,2,2,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2
2022,1,10212,1,1,4,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10213,1,1,4,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,1,10214,1,1,4,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2
2022,1,10215,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10216,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10217,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10218,1,1,4,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10219,2,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,1
2022,1,10220,1,1,4,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
2022,1,10221,1,1,4,1,3,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10222,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
2022,1,10223,2,1,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1
2022,1,10224,1,1,4,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,1,10225,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10226,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
2022,1,10227,1,1,4,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10228,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
2022,1,10229,1,1,4,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10230,1,1,4,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2
2022,1,10231,1,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
2022,1,10232,1,1,4,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10233,1,1,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
2022,1,10234,1,1,4,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,1,10235,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2
2022,1,10236,1,1,4,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10237,1,1,4,2,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2022,1,10238,2,1,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,1,10239,1,1,4,1,3,1,2,2,2,2,2,2,2,2,3,2,1,2,1,2,1,2,2
2022,1,10240,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
2022,1,10241,1,1,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10242,1,1,4,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1
2022,1,10243,1,1,4,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2
2022,1,10244,1,1,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,1,10245,1,1,4,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,1,10246,2,1,4,1,3,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
2022,1,10247,1,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2
2022,1,10248,1,1,4,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
2022,1,10249,1,1,4,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2
2022,1,10250,1,1,4,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2
2022,1,10251,1,1,4,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2
2022,1,10252,1,1,4,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2
